"年月日","都道府県ID","商品ID","数量"
"2017/7/1","31","8","1"
"2017/7/1","34","8","1"
"2017/7/1","37","8","1"
"2017/7/1","39","8","1"
"2017/7/1","41","8","1"
"2017/7/1","44","8","1"
"2017/7/1","45","8","1"
"2017/8/1","2","8","1"
"2017/8/1","4","8","1"
"2017/8/1","8","8","1"
"2017/8/1","11","8","1"
"2017/8/1","12","8","1"
"2017/8/1","19","8","1"
"2017/8/1","24","8","1"
"2017/8/1","26","8","1"
"2017/8/1","27","8","1"
"2017/8/1","28","8","1"
"2017/8/1","29","8","1"
"2017/8/1","31","8","1"
"2017/8/1","34","8","1"
"2017/8/1","39","8","1"
"2017/8/1","41","8","1"
"2017/8/1","44","8","1"
"2017/8/1","45","8","1"
"2017/9/1","2","8","1"
"2017/9/1","4","8","1"
"2017/9/1","8","8","1"
"2017/9/1","11","8","1"
"2017/9/1","12","8","1"
"2017/9/1","19","8","1"
"2016/7/31","24","8","1"
"2016/7/31","26","8","1"
"2016/7/31","27","8","1"
"2016/7/31","28","8","1"
"2016/7/31","29","8","1"
"2016/7/31","31","8","1"
"2016/7/31","34","8","1"
"2016/7/31","39","8","1"
"2016/7/31","41","8","1"
"2016/7/31","44","8","1"
"2016/7/31","45","8","1"
"2016/8/31","45","8","1"
"2016/9/30","2","8","1"
"2016/9/30","8","8","1"
"2016/9/30","11","8","1"
"2016/9/30","12","8","1"
"2016/9/30","19","8","1"
"2016/9/30","24","8","1"
"2016/9/30","26","8","1"
"2016/9/30","27","8","1"
"2016/9/30","29","8","1"
"2016/9/30","31","8","1"
"2016/9/30","34","8","1"
"2016/9/30","37","8","1"
"2016/9/30","39","8","1"
"2016/9/30","41","8","1"
"2016/9/30","44","8","1"
"2016/9/30","45","8","1"
"2016/10/31","45","8","1"
"2016/11/30","2","8","1"
"2018/1/1","4","8","1"
"2018/1/1","8","8","1"
"2018/1/1","11","8","1"
"2018/1/1","12","8","1"
"2018/1/1","15","8","1"
"2018/1/1","16","8","1"
"2018/1/1","19","8","1"
"2018/1/1","28","8","1"
"2018/1/1","29","8","1"
"2018/1/1","31","8","1"
"2018/1/1","37","8","1"
"2018/1/1","39","8","1"
"2018/1/1","40","8","1"
"2018/1/1","41","8","1"
"2018/1/1","44","8","1"
"2018/1/1","45","8","1"
"2018/2/1","8","8","1"
"2018/2/1","11","8","1"
"2018/2/1","19","8","1"
"2018/2/1","26","8","1"
"2018/2/1","27","8","1"
"2018/2/1","34","8","1"
"2018/2/1","39","8","1"
"2018/2/1","41","8","1"
"2018/2/1","44","8","1"
"2018/2/1","45","8","1"
"2018/3/1","2","8","1"
"2016/11/30","21","8","1"
"2016/11/30","22","8","1"
"2016/11/30","26","8","1"
"2016/11/30","34","8","1"
"2016/11/30","39","8","1"
"2016/11/30","41","8","1"
"2016/11/30","45","8","1"
"2016/12/31","2","8","1"
"2016/12/31","8","8","1"
"2016/12/31","34","8","1"
"2016/12/31","39","8","1"
"2016/12/31","41","8","1"
"2017/3/1","1","8","1"
"2017/3/1","2","8","1"
"2017/3/1","4","8","1"
"2017/3/1","6","8","1"
"2017/3/1","8","8","1"
"2017/3/1","10","8","1"
"2017/3/1","11","8","1"
"2017/3/1","15","8","1"
"2017/3/1","16","8","1"
"2017/3/1","17","8","1"
"2017/3/1","18","8","1"
"2017/3/1","19","8","1"
"2017/3/1","20","8","1"
"2017/3/1","23","8","1"
"2017/3/1","24","8","1"
"2017/3/1","25","8","1"
"2017/3/1","27","8","1"
"2017/3/1","28","8","1"
"2017/3/1","30","8","1"
"2017/3/1","31","8","1"
"2017/3/1","33","8","1"
"2017/3/1","34","8","1"
"2017/3/1","36","8","1"
"2017/3/1","37","8","1"
"2017/3/1","38","8","1"
"2018/4/1","41","8","1"
"2018/4/1","45","8","1"
"2018/5/1","41","8","1"
"2018/5/1","45","8","1"
"2018/6/1","29","8","1"
"2018/6/1","34","8","1"
"2018/6/1","41","8","1"
"2018/6/1","45","8","1"
"2018/7/1","26","8","1"
"2018/7/1","39","8","1"
"2018/7/1","41","8","1"
"2018/7/1","45","8","1"
"2018/8/1","26","8","1"
"2018/8/1","34","8","1"
"2018/8/1","39","8","1"
"2018/8/1","41","8","1"
"2018/8/1","45","8","1"
"2018/9/1","26","8","1"
"2018/9/1","34","8","1"
"2018/9/1","41","8","1"
"2018/9/1","45","8","1"
"2018/10/1","45","8","1"
"2018/11/1","34","8","1"
"2018/11/1","40","8","1"
"2018/11/1","41","8","1"
"2016/1/1","34","11","1"
"2016/1/1","45","11","1"
"2016/2/1","41","11","1"
"2016/2/1","45","11","1"
"2016/2/29","41","11","1"
"2016/2/29","45","11","1"
"2016/3/31","34","11","1"
"2016/3/31","41","11","1"
"2017/3/1","39","11","1"
"2017/3/1","40","11","1"
"2017/3/1","41","11","1"
"2017/3/1","42","11","1"
"2017/3/1","46","11","1"
"2017/3/1","47","11","1"
"2017/4/1","2","11","1"
"2017/4/1","8","11","1"
"2017/4/1","39","11","1"
"2017/4/1","41","11","1"
"2017/4/1","45","11","1"
"2017/9/1","41","11","1"
"2017/9/1","45","11","1"
"2017/10/1","17","11","1"
"2017/12/1","2","11","1"
"2017/12/1","8","11","1"
"2017/12/1","12","11","1"
"2017/12/1","26","11","1"
"2017/12/1","29","11","1"
"2017/12/1","31","11","1"
"2017/12/1","34","11","1"
"2017/12/1","39","11","1"
"2017/12/1","41","11","1"
"2017/12/1","45","11","1"
"2018/1/1","2","11","1"
"2016/5/31","17","11","1"
"2016/6/30","2","11","1"
"2016/6/30","8","11","1"
"2016/6/30","12","11","1"
"2016/6/30","26","11","1"
"2016/6/30","29","11","1"
"2016/6/30","31","11","1"
"2016/6/30","34","11","1"
"2016/6/30","39","11","1"
"2016/6/30","41","11","1"
"2016/6/30","45","11","1"
"2018/3/1","34","11","1"
"2018/3/1","39","11","1"
"2018/3/1","41","11","1"
"2018/3/1","45","11","1"
"2018/4/1","12","11","1"
"2017/5/1","41","11","1"
"2017/5/1","45","11","1"
"2017/6/1","34","11","1"
"2017/6/1","45","11","1"
"2017/7/1","34","11","1"
"2017/7/1","41","11","1"
"2017/7/1","45","11","1"
"2017/8/1","34","11","1"
"2017/8/1","41","11","1"
"2016/7/31","34","11","1"
"2016/7/31","41","11","1"
"2016/9/30","34","11","1"
"2016/9/30","41","11","1"
"2016/9/30","45","11","1"
"2018/1/1","8","11","1"
"2018/1/1","11","11","1"
"2018/1/1","12","11","1"
"2018/1/1","19","11","1"
"2018/1/1","26","11","1"
"2018/1/1","28","11","1"
"2018/1/1","34","11","1"
"2018/1/1","39","11","1"
"2018/1/1","41","11","1"
"2018/1/1","45","11","1"
"2018/2/1","34","11","1"
"2018/2/1","39","11","1"
"2018/2/1","41","11","1"
"2018/2/1","45","11","1"
"2016/11/30","17","11","1"
"2016/12/31","8","11","1"
"2016/12/31","12","11","1"
"2016/12/31","16","11","1"
"2016/12/31","17","11","1"
"2016/12/31","26","11","1"
"2016/12/31","29","11","1"
"2016/12/31","31","11","1"
"2016/12/31","34","11","1"
"2016/12/31","39","11","1"
"2016/12/31","40","11","1"
"2016/12/31","41","11","1"
"2017/3/1","2","11","1"
"2017/3/1","4","11","1"
"2017/3/1","7","11","1"
"2017/3/1","8","11","1"
"2017/3/1","12","11","1"
"2017/3/1","14","11","1"
"2017/3/1","15","11","1"
"2017/3/1","16","11","1"
"2017/3/1","17","11","1"
"2017/3/1","18","11","1"
"2017/3/1","19","11","1"
"2017/3/1","21","11","1"
"2017/3/1","23","11","1"
"2017/3/1","24","11","1"
"2017/3/1","27","11","1"
"2017/3/1","28","11","1"
"2017/3/1","29","11","1"
"2017/3/1","31","11","1"
"2017/3/1","34","11","1"
"2017/3/1","36","11","1"
"2017/3/1","37","11","1"
"2018/4/1","34","11","1"
"2018/4/1","45","11","1"
"2018/5/1","2","11","1"
"2018/5/1","29","11","1"
"2018/5/1","39","11","1"
"2018/5/1","41","11","1"
"2018/5/1","45","11","1"
"2018/6/1","34","11","1"
"2018/6/1","39","11","1"
"2018/6/1","41","11","1"
"2018/6/1","45","11","1"
"2018/7/1","34","11","1"
"2018/7/1","39","11","1"
"2018/7/1","41","11","1"
"2018/7/1","45","11","1"
"2018/8/1","34","11","1"
"2018/8/1","39","11","1"
"2018/8/1","41","11","1"
"2018/8/1","45","11","1"
"2018/9/1","45","11","1"
"2018/10/1","34","11","1"
"2018/10/1","41","11","1"
"2018/10/1","45","11","1"
"2018/11/1","34","11","1"
"2018/11/1","39","11","1"
"2018/11/1","41","11","1"
"2018/11/1","45","11","1"
"2016/1/1","7","13","1"
"2016/1/1","8","13","1"
"2016/1/1","11","13","1"
"2016/1/1","12","13","1"
"2016/1/1","15","13","1"
"2016/1/1","16","13","1"
"2016/1/1","17","13","1"
"2016/1/1","18","13","1"
"2016/1/1","23","13","1"
"2016/1/1","24","13","1"
"2016/1/1","26","13","1"
"2016/1/1","27","13","1"
"2016/1/1","28","13","1"
"2016/1/1","29","13","1"
"2016/1/1","31","13","1"
"2016/1/1","34","13","1"
"2016/1/1","36","13","1"
"2016/1/1","37","13","1"
"2016/1/1","39","13","1"
"2016/1/1","40","13","1"
"2016/1/1","44","13","1"
"2016/1/1","46","13","1"
"2016/1/1","47","13","1"
"2016/2/1","41","13","1"
"2016/2/1","45","13","1"
"2016/2/29","2","13","1"
"2016/2/29","4","13","1"
"2016/2/29","8","13","1"
"2016/2/29","11","13","1"
"2016/2/29","12","13","1"
"2016/2/29","15","13","1"
"2016/2/29","16","13","1"
"2016/2/29","19","13","1"
"2016/2/29","24","13","1"
"2016/2/29","26","13","1"
"2016/2/29","27","13","1"
"2016/2/29","28","13","1"
"2016/2/29","29","13","1"
"2016/2/29","31","13","1"
"2016/2/29","34","13","1"
"2016/2/29","36","13","1"
"2016/2/29","39","13","1"
"2016/2/29","41","13","1"
"2016/2/29","44","13","1"
"2016/2/29","45","13","1"
"2016/3/31","2","13","1"
"2016/3/31","26","13","1"
"2016/3/31","27","13","1"
"2016/3/31","29","13","1"
"2016/3/31","34","13","1"
"2016/3/31","39","13","1"
"2016/3/31","41","13","1"
"2017/3/1","40","13","1"
"2017/3/1","43","13","1"
"2017/3/1","47","13","1"
"2017/4/1","2","13","1"
"2017/4/1","4","13","1"
"2017/4/1","6","13","1"
"2017/4/1","7","13","1"
"2017/4/1","8","13","1"
"2017/4/1","11","13","1"
"2017/4/1","12","13","1"
"2017/4/1","15","13","1"
"2017/4/1","17","13","1"
"2017/4/1","18","13","1"
"2017/4/1","19","13","1"
"2017/4/1","23","13","1"
"2017/4/1","24","13","1"
"2017/4/1","25","13","1"
"2017/4/1","26","13","1"
"2017/4/1","27","13","1"
"2017/4/1","28","13","1"
"2017/4/1","29","13","1"
"2017/4/1","31","13","1"
"2017/4/1","36","13","1"
"2017/4/1","37","13","1"
"2017/4/1","39","13","1"
"2017/4/1","40","13","1"
"2017/4/1","41","13","1"
"2017/4/1","42","13","1"
"2017/4/1","44","13","1"
"2017/4/1","46","13","1"
"2017/4/1","47","13","1"
"2017/5/1","2","13","1"
"2017/5/1","4","13","1"
"2017/5/1","8","13","1"
"2017/5/1","11","13","1"
"2017/5/1","12","13","1"
"2017/5/1","15","13","1"
"2017/5/1","16","13","1"
"2017/5/1","19","13","1"
"2017/9/1","41","13","1"
"2017/9/1","45","13","1"
"2017/10/1","2","13","1"
"2017/10/1","8","13","1"
"2017/10/1","11","13","1"
"2017/10/1","26","13","1"
"2017/10/1","34","13","1"
"2017/10/1","39","13","1"
"2017/10/1","45","13","1"
"2017/11/1","2","13","1"
"2017/11/1","8","13","1"
"2017/11/1","19","13","1"
"2017/11/1","26","13","1"
"2017/11/1","29","13","1"
"2017/11/1","34","13","1"
"2017/11/1","39","13","1"
"2017/11/1","41","13","1"
"2017/11/1","45","13","1"
"2017/12/1","41","13","1"
"2017/12/1","45","13","1"
"2018/1/1","2","13","1"
"2016/3/31","44","13","1"
"2016/3/31","45","13","1"
"2017/5/1","2","13","1"
"2017/5/1","8","13","1"
"2017/5/1","19","13","1"
"2017/5/1","26","13","1"
"2017/5/1","29","13","1"
"2017/5/1","34","13","1"
"2017/5/1","39","13","1"
"2017/5/1","41","13","1"
"2017/5/1","45","13","1"
"2016/5/31","2","13","1"
"2016/5/31","8","13","1"
"2016/5/31","11","13","1"
"2016/5/31","26","13","1"
"2016/5/31","34","13","1"
"2016/5/31","39","13","1"
"2016/5/31","45","13","1"
"2016/6/30","41","13","1"
"2016/6/30","45","13","1"
"2016/7/31","2","13","1"
"2018/3/1","11","13","1"
"2018/3/1","12","13","1"
"2018/3/1","19","13","1"
"2018/3/1","26","13","1"
"2018/3/1","27","13","1"
"2018/3/1","28","13","1"
"2018/3/1","29","13","1"
"2018/3/1","31","13","1"
"2018/3/1","34","13","1"
"2018/3/1","36","13","1"
"2018/3/1","39","13","1"
"2018/3/1","41","13","1"
"2018/3/1","44","13","1"
"2018/3/1","45","13","1"
"2018/4/1","2","13","1"
"2018/4/1","4","13","1"
"2018/4/1","8","13","1"
"2018/4/1","11","13","1"
"2018/4/1","15","13","1"
"2018/4/1","16","13","1"
"2018/4/1","18","13","1"
"2018/4/1","19","13","1"
"2018/4/1","20","13","1"
"2017/5/1","24","13","1"
"2017/5/1","26","13","1"
"2017/5/1","27","13","1"
"2017/5/1","28","13","1"
"2017/5/1","29","13","1"
"2017/5/1","31","13","1"
"2017/5/1","34","13","1"
"2017/5/1","36","13","1"
"2017/5/1","39","13","1"
"2017/5/1","41","13","1"
"2017/5/1","44","13","1"
"2017/5/1","45","13","1"
"2017/6/1","2","13","1"
"2017/6/1","4","13","1"
"2017/6/1","8","13","1"
"2017/6/1","11","13","1"
"2017/6/1","12","13","1"
"2017/6/1","15","13","1"
"2017/6/1","16","13","1"
"2017/6/1","17","13","1"
"2017/6/1","19","13","1"
"2017/6/1","24","13","1"
"2017/6/1","26","13","1"
"2017/6/1","27","13","1"
"2017/6/1","28","13","1"
"2017/6/1","29","13","1"
"2017/6/1","31","13","1"
"2017/6/1","36","13","1"
"2017/6/1","37","13","1"
"2017/6/1","39","13","1"
"2017/6/1","40","13","1"
"2017/6/1","41","13","1"
"2017/6/1","44","13","1"
"2017/6/1","45","13","1"
"2017/6/1","46","13","1"
"2017/6/1","47","13","1"
"2017/7/1","2","13","1"
"2017/7/1","7","13","1"
"2017/7/1","8","13","1"
"2017/7/1","11","13","1"
"2017/7/1","12","13","1"
"2017/7/1","15","13","1"
"2017/7/1","16","13","1"
"2017/7/1","17","13","1"
"2017/7/1","18","13","1"
"2017/7/1","19","13","1"
"2017/7/1","23","13","1"
"2017/7/1","24","13","1"
"2017/7/1","26","13","1"
"2017/7/1","27","13","1"
"2017/7/1","28","13","1"
"2017/7/1","29","13","1"
"2017/7/1","31","13","1"
"2017/7/1","34","13","1"
"2017/7/1","36","13","1"
"2017/7/1","37","13","1"
"2017/7/1","39","13","1"
"2017/7/1","40","13","1"
"2017/7/1","42","13","1"
"2017/7/1","44","13","1"
"2017/7/1","46","13","1"
"2017/7/1","47","13","1"
"2017/8/1","2","13","1"
"2017/8/1","26","13","1"
"2017/8/1","27","13","1"
"2017/8/1","29","13","1"
"2017/8/1","34","13","1"
"2017/8/1","39","13","1"
"2017/8/1","41","13","1"
"2017/8/1","44","13","1"
"2017/8/1","45","13","1"
"2016/7/31","26","13","1"
"2016/7/31","27","13","1"
"2016/7/31","29","13","1"
"2016/7/31","34","13","1"
"2016/7/31","39","13","1"
"2016/7/31","41","13","1"
"2016/7/31","44","13","1"
"2016/7/31","45","13","1"
"2016/8/31","2","13","1"
"2016/8/31","8","13","1"
"2016/8/31","19","13","1"
"2016/8/31","26","13","1"
"2016/8/31","29","13","1"
"2016/8/31","34","13","1"
"2016/8/31","39","13","1"
"2016/8/31","41","13","1"
"2016/8/31","45","13","1"
"2016/9/30","2","13","1"
"2016/9/30","7","13","1"
"2016/9/30","8","13","1"
"2016/9/30","11","13","1"
"2016/9/30","12","13","1"
"2016/9/30","15","13","1"
"2016/9/30","16","13","1"
"2016/9/30","17","13","1"
"2016/9/30","18","13","1"
"2016/9/30","19","13","1"
"2016/9/30","23","13","1"
"2016/9/30","24","13","1"
"2016/9/30","26","13","1"
"2016/9/30","27","13","1"
"2016/9/30","28","13","1"
"2016/9/30","29","13","1"
"2016/9/30","31","13","1"
"2016/9/30","34","13","1"
"2016/9/30","36","13","1"
"2016/9/30","37","13","1"
"2016/9/30","39","13","1"
"2016/9/30","40","13","1"
"2016/9/30","42","13","1"
"2016/9/30","44","13","1"
"2016/9/30","46","13","1"
"2016/9/30","47","13","1"
"2016/10/31","2","13","1"
"2016/10/31","8","13","1"
"2016/10/31","19","13","1"
"2016/10/31","26","13","1"
"2016/10/31","29","13","1"
"2016/10/31","34","13","1"
"2016/10/31","39","13","1"
"2016/10/31","41","13","1"
"2016/10/31","45","13","1"
"2016/11/30","2","13","1"
"2016/11/30","8","13","1"
"2018/1/1","8","13","1"
"2018/1/1","19","13","1"
"2018/1/1","26","13","1"
"2018/1/1","27","13","1"
"2018/1/1","28","13","1"
"2018/1/1","29","13","1"
"2018/1/1","34","13","1"
"2018/1/1","39","13","1"
"2018/1/1","45","13","1"
"2018/2/1","2","13","1"
"2018/2/1","8","13","1"
"2018/2/1","19","13","1"
"2018/2/1","26","13","1"
"2018/2/1","28","13","1"
"2018/2/1","29","13","1"
"2018/2/1","31","13","1"
"2018/2/1","34","13","1"
"2018/2/1","39","13","1"
"2018/2/1","41","13","1"
"2018/2/1","45","13","1"
"2018/3/1","2","13","1"
"2018/3/1","8","13","1"
"2016/11/30","11","13","1"
"2016/11/30","26","13","1"
"2016/11/30","34","13","1"
"2016/11/30","39","13","1"
"2016/11/30","45","13","1"
"2016/12/31","17","13","1"
"2016/12/31","41","13","1"
"2016/12/31","45","13","1"
"2017/1/31","13","13","1"
"2017/1/31","20","13","1"
"2017/1/31","21","13","1"
"2017/1/31","22","13","1"
"2017/1/31","23","13","1"
"2017/3/1","5","13","1"
"2017/3/1","9","13","1"
"2017/3/1","10","13","1"
"2017/3/1","15","13","1"
"2017/3/1","16","13","1"
"2017/3/1","19","13","1"
"2017/3/1","20","13","1"
"2017/3/1","21","13","1"
"2017/3/1","22","13","1"
"2017/3/1","24","13","1"
"2017/3/1","32","13","1"
"2017/3/1","33","13","1"
"2017/3/1","35","13","1"
"2018/4/1","24","13","1"
"2018/4/1","25","13","1"
"2018/4/1","26","13","1"
"2018/4/1","27","13","1"
"2018/4/1","28","13","1"
"2018/4/1","29","13","1"
"2018/4/1","31","13","1"
"2018/4/1","34","13","1"
"2018/4/1","36","13","1"
"2018/4/1","39","13","1"
"2018/4/1","42","13","1"
"2018/4/1","44","13","1"
"2018/4/1","45","13","1"
"2018/4/1","47","13","1"
"2018/5/1","2","13","1"
"2018/5/1","4","13","1"
"2018/5/1","8","13","1"
"2018/5/1","11","13","1"
"2018/5/1","12","13","1"
"2018/5/1","15","13","1"
"2018/5/1","16","13","1"
"2018/5/1","17","13","1"
"2018/5/1","19","13","1"
"2018/5/1","24","13","1"
"2018/5/1","26","13","1"
"2018/5/1","27","13","1"
"2018/5/1","28","13","1"
"2018/5/1","29","13","1"
"2018/5/1","31","13","1"
"2018/5/1","34","13","1"
"2018/5/1","36","13","1"
"2018/5/1","37","13","1"
"2018/5/1","39","13","1"
"2018/5/1","44","13","1"
"2018/5/1","47","13","1"
"2018/6/1","2","13","1"
"2018/6/1","6","13","1"
"2018/6/1","8","13","1"
"2018/6/1","12","13","1"
"2018/6/1","26","13","1"
"2018/6/1","27","13","1"
"2018/6/1","29","13","1"
"2018/6/1","31","13","1"
"2018/6/1","34","13","1"
"2018/6/1","39","13","1"
"2018/6/1","41","13","1"
"2018/6/1","44","13","1"
"2018/7/1","41","13","1"
"2018/7/1","45","13","1"
"2018/8/1","39","13","1"
"2018/8/1","41","13","1"
"2018/8/1","45","13","1"
"2018/9/1","34","13","1"
"2018/9/1","39","13","1"
"2018/9/1","41","13","1"
"2018/9/1","45","13","1"
"2018/10/1","2","13","1"
"2018/10/1","8","13","1"
"2018/10/1","19","13","1"
"2018/10/1","26","13","1"
"2018/10/1","29","13","1"
"2018/10/1","31","13","1"
"2018/10/1","34","13","1"
"2018/10/1","39","13","1"
"2018/10/1","41","13","1"
"2018/10/1","44","13","1"
"2018/10/1","45","13","1"
"2018/11/1","2","13","1"
"2018/11/1","26","13","1"
"2018/11/1","34","13","1"
"2018/11/1","39","13","1"
"2018/11/1","41","13","1"
"2018/11/1","45","13","1"
"2016/1/1","2","7","1"
"2016/1/1","8","7","1"
"2016/1/1","34","7","1"
"2016/1/1","39","7","1"
"2016/1/1","41","7","1"
"2016/2/1","2","7","1"
"2016/2/1","8","7","1"
"2016/2/1","12","7","1"
"2016/2/1","19","7","1"
"2016/2/1","27","7","1"
"2016/2/1","28","7","1"
"2016/2/1","29","7","1"
"2016/2/1","34","7","1"
"2016/2/1","39","7","1"
"2016/2/1","41","7","1"
"2016/2/1","45","7","1"
"2016/2/29","26","7","1"
"2016/2/29","34","7","1"
"2016/2/29","39","7","1"
"2016/2/29","41","7","1"
"2016/2/29","45","7","1"
"2016/3/31","2","7","1"
"2016/3/31","8","7","1"
"2016/3/31","19","7","1"
"2016/3/31","26","7","1"
"2016/3/31","29","7","1"
"2016/3/31","34","7","1"
"2016/3/31","39","7","1"
"2016/3/31","41","7","1"
"2017/4/1","1","7","1"
"2017/4/1","2","7","1"
"2017/4/1","3","7","1"
"2017/4/1","4","7","1"
"2017/4/1","6","7","1"
"2017/4/1","7","7","1"
"2017/4/1","11","7","1"
"2017/4/1","12","7","1"
"2017/4/1","14","7","1"
"2017/4/1","15","7","1"
"2017/4/1","16","7","1"
"2017/4/1","17","7","1"
"2017/4/1","18","7","1"
"2017/4/1","19","7","1"
"2017/4/1","20","7","1"
"2017/4/1","21","7","1"
"2017/4/1","22","7","1"
"2017/4/1","23","7","1"
"2017/4/1","24","7","1"
"2017/4/1","25","7","1"
"2017/4/1","26","7","1"
"2017/4/1","27","7","1"
"2017/4/1","28","7","1"
"2017/4/1","29","7","1"
"2017/4/1","31","7","1"
"2017/4/1","33","7","1"
"2017/4/1","35","7","1"
"2017/4/1","36","7","1"
"2017/4/1","37","7","1"
"2017/4/1","39","7","1"
"2017/4/1","40","7","1"
"2017/4/1","41","7","1"
"2017/4/1","42","7","1"
"2017/4/1","44","7","1"
"2017/4/1","45","7","1"
"2017/4/1","46","7","1"
"2017/4/1","47","7","1"
"2017/9/1","27","7","1"
"2017/9/1","28","7","1"
"2017/9/1","29","7","1"
"2017/9/1","34","7","1"
"2017/9/1","39","7","1"
"2017/9/1","41","7","1"
"2017/9/1","45","7","1"
"2017/10/1","2","7","1"
"2017/10/1","8","7","1"
"2017/10/1","11","7","1"
"2017/10/1","12","7","1"
"2017/10/1","19","7","1"
"2017/10/1","26","7","1"
"2017/10/1","27","7","1"
"2017/10/1","28","7","1"
"2017/10/1","29","7","1"
"2017/10/1","31","7","1"
"2017/10/1","34","7","1"
"2017/10/1","39","7","1"
"2017/10/1","41","7","1"
"2017/10/1","44","7","1"
"2017/10/1","47","7","1"
"2017/11/1","2","7","1"
"2017/11/1","8","7","1"
"2017/11/1","11","7","1"
"2017/11/1","12","7","1"
"2017/11/1","19","7","1"
"2017/11/1","26","7","1"
"2017/11/1","29","7","1"
"2017/11/1","31","7","1"
"2017/11/1","36","7","1"
"2017/11/1","37","7","1"
"2017/11/1","39","7","1"
"2017/11/1","41","7","1"
"2017/11/1","44","7","1"
"2017/11/1","45","7","1"
"2017/12/1","2","7","1"
"2017/12/1","7","7","1"
"2017/12/1","11","7","1"
"2017/12/1","12","7","1"
"2017/12/1","15","7","1"
"2017/12/1","16","7","1"
"2017/12/1","19","7","1"
"2017/12/1","24","7","1"
"2017/12/1","26","7","1"
"2017/12/1","27","7","1"
"2017/12/1","28","7","1"
"2017/12/1","29","7","1"
"2017/12/1","31","7","1"
"2017/12/1","34","7","1"
"2017/12/1","36","7","1"
"2017/12/1","37","7","1"
"2017/12/1","39","7","1"
"2017/12/1","40","7","1"
"2017/12/1","41","7","1"
"2017/12/1","44","7","1"
"2017/12/1","47","7","1"
"2018/1/1","1","7","1"
"2018/1/1","2","7","1"
"2016/3/31","44","7","1"
"2016/3/31","45","7","1"
"2017/5/1","2","7","1"
"2017/5/1","8","7","1"
"2017/5/1","11","7","1"
"2017/5/1","12","7","1"
"2017/5/1","19","7","1"
"2017/5/1","26","7","1"
"2017/5/1","29","7","1"
"2017/5/1","31","7","1"
"2017/5/1","36","7","1"
"2017/5/1","37","7","1"
"2017/5/1","39","7","1"
"2017/5/1","41","7","1"
"2017/5/1","44","7","1"
"2017/5/1","45","7","1"
"2016/5/31","2","7","1"
"2016/5/31","8","7","1"
"2016/5/31","11","7","1"
"2016/5/31","12","7","1"
"2016/5/31","19","7","1"
"2016/5/31","26","7","1"
"2016/5/31","27","7","1"
"2016/5/31","28","7","1"
"2016/5/31","29","7","1"
"2016/5/31","31","7","1"
"2016/5/31","34","7","1"
"2016/5/31","39","7","1"
"2016/5/31","41","7","1"
"2016/5/31","44","7","1"
"2016/5/31","47","7","1"
"2016/6/30","2","7","1"
"2016/6/30","7","7","1"
"2016/6/30","11","7","1"
"2016/6/30","12","7","1"
"2016/6/30","15","7","1"
"2016/6/30","16","7","1"
"2016/6/30","19","7","1"
"2016/6/30","24","7","1"
"2016/6/30","26","7","1"
"2016/6/30","27","7","1"
"2016/6/30","28","7","1"
"2016/6/30","29","7","1"
"2016/6/30","31","7","1"
"2016/6/30","34","7","1"
"2016/6/30","36","7","1"
"2016/6/30","37","7","1"
"2016/6/30","39","7","1"
"2016/6/30","40","7","1"
"2016/6/30","41","7","1"
"2016/6/30","44","7","1"
"2016/6/30","47","7","1"
"2016/7/31","2","7","1"
"2016/7/31","8","7","1"
"2016/7/31","19","7","1"
"2018/3/1","11","7","1"
"2018/3/1","12","7","1"
"2018/3/1","19","7","1"
"2018/3/1","26","7","1"
"2018/3/1","27","7","1"
"2018/3/1","34","7","1"
"2018/3/1","37","7","1"
"2018/3/1","39","7","1"
"2018/3/1","44","7","1"
"2018/3/1","45","7","1"
"2018/4/1","2","7","1"
"2018/4/1","19","7","1"
"2017/5/1","26","7","1"
"2017/5/1","34","7","1"
"2017/5/1","39","7","1"
"2017/5/1","41","7","1"
"2017/5/1","45","7","1"
"2017/6/1","34","7","1"
"2017/6/1","45","7","1"
"2017/7/1","2","7","1"
"2017/7/1","8","7","1"
"2017/7/1","34","7","1"
"2017/7/1","39","7","1"
"2017/7/1","41","7","1"
"2017/7/1","45","7","1"
"2017/8/1","2","7","1"
"2017/8/1","8","7","1"
"2017/8/1","19","7","1"
"2017/8/1","26","7","1"
"2017/8/1","29","7","1"
"2017/8/1","34","7","1"
"2017/8/1","39","7","1"
"2017/8/1","41","7","1"
"2017/8/1","44","7","1"
"2017/8/1","45","7","1"
"2017/9/1","2","7","1"
"2017/9/1","8","7","1"
"2017/9/1","12","7","1"
"2017/9/1","19","7","1"
"2016/7/31","26","7","1"
"2016/7/31","29","7","1"
"2016/7/31","34","7","1"
"2016/7/31","39","7","1"
"2016/7/31","41","7","1"
"2016/7/31","44","7","1"
"2016/7/31","45","7","1"
"2016/8/31","2","7","1"
"2016/8/31","8","7","1"
"2016/8/31","11","7","1"
"2016/8/31","12","7","1"
"2016/8/31","19","7","1"
"2016/8/31","26","7","1"
"2016/8/31","29","7","1"
"2016/8/31","31","7","1"
"2016/8/31","36","7","1"
"2016/8/31","37","7","1"
"2016/8/31","39","7","1"
"2016/8/31","41","7","1"
"2016/8/31","44","7","1"
"2016/8/31","45","7","1"
"2016/9/30","2","7","1"
"2016/9/30","8","7","1"
"2016/9/30","34","7","1"
